Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
590	0.0014	0.0022	0.0028	0.0038
591	0.0012	0.0019	0.0005	0.0023
592	0.0023	0.0022	0.0012	0.0034
593	0.0008	0.0011	0.0010	0.0016
594	0.0050	0.0013	0.0035	0.0062
595	0.0011	0.0008	0.0006	0.0015
596	0.0035	0.0030	0.0022	0.0051
597	0.0019	0.0026	0.0015	0.0036
598	0.0030	0.0018	0.0011	0.0037
599	0.0033	0.0006	0.0026	0.0042
600	0.0029	0.0009	0.0038	0.0049
601	0.0053	0.0018	0.0024	0.0061
602	0.0035	0.0011	0.0028	0.0046
603	0.0130	0.0027	0.0101	0.0166
604	0.0012	0.0011	0.0012	0.0020
605	0.0008	0.0012	0.0015	0.0021
606	0.0035	0.0017	0.0037	0.0053
607	0.0040	0.0018	0.0026	0.0051
608	0.0040	0.0006	0.0040	0.0057
609	0.0030	0.0012	0.0015	0.0035
610	0.0020	0.0002	0.0028	0.0034
611	0.0034	0.0015	0.0015	0.0041
612	0.0027	0.0013	0.0013	0.0033
613	0.0033	0.0010	0.0011	0.0036
614	0.0007	0.0004	0.0010	0.0013
615	0.0040	0.0009	0.0021	0.0046
616	0.0025	0.0005	0.0018	0.0031
617	0.0024	0.0008	0.0031	0.0040
618	0.0039	0.0007	0.0018	0.0044
619	0.0017	0.0014	0.0012	0.0025
620	0.0003	0.0015	0.0030	0.0034
621	0.0007	0.0007	0.0009	0.0014
